year,sex,age,agepop,mean_length,sd_length,species_code
1990,0,6,104003,27,0,301502
1990,0,7,19424,33.32,1.97,301502
1990,0,8,20745,34.04,2.44,301502
1990,0,9,94186,39.08,1.48,301502
1990,0,10,1939577,41.87,2.39,301502
1990,0,11,1645496,42.220000000000006,1.48,301502
1990,0,12,1536171,43.43,1.65,301502
1990,0,13,2031094,43.98,1.93,301502
1990,0,14,2485088,44.75,1.7799999999999998,301502
1990,0,15,1561967,44.97,1.16,301502
1990,0,16,1125394,45.16,1.09,301502
1990,0,17,108443,48.44,0.5,301502
1990,0,18,1307848,44.55,1.8099999999999998,301502
1990,0,19,360592,45.53,1.36,301502
1990,0,20,183036,47,0,301502
1990,0,21,220441,46,0,301502
1990,0,29,10178,52,0,301502
1990,0,30,265028,44.91,1.68,301502
1990,0,31,10178,51,0,301502
1990,0,32,10178,53,0,301502
1990,0,46,60288,48,0,301502
1990,0,50,220441,46,0,301502
1990,1,7,15353,33.94,1.77,301502
1990,1,8,11859,34.28,2.37,301502
1990,1,9,7787,36,0,301502
1990,1,10,267770,41.6,2.69,301502
1990,1,11,620107,41.45,0.69,301502
1990,1,12,795982,43,1.58,301502
1990,1,13,717706,42.32,1.41,301502
1990,1,14,752072,42.88,1.12,301502
1990,1,15,634950,44.68,1.34,301502
1990,1,16,439973,45.11,0.94,301502
1990,1,17,18263,49,0,301502
1990,1,18,613890,43.48,1.7599999999999998,301502
1990,1,19,137423,45,0,301502
1990,1,20,29327,47,0,301502
1990,1,30,196738,45.14,1.8,301502
1990,1,46,55962,48,0,301502
1990,1,50,132447,46,0,301502
1990,2,6,39260,27,0,301502
1990,2,8,4072,36,0,301502
1990,2,9,113480,38.64,1.4900000000000002,301502
1990,2,10,1335405,42.95,1.87,301502
1990,2,11,1339125,43.01,1.68,301502
1990,2,12,872414,43.959999999999994,1.42,301502
1990,2,13,1543084,45.19,1.5399999999999998,301502
1990,2,14,2229983,45.8,1,301502
1990,2,15,858219,44.91,0.98,301502
1990,2,16,264565,44,0,301502
1990,2,17,62450,48,0,301502
1990,2,18,400294,45.59,2.27,301502
1990,2,19,63101,49,0,301502
1990,2,21,293770,46,0,301502
1990,2,29,10178,52,0,301502
1990,2,31,10178,51,0,301502
1990,2,32,10178,53,0,301502
1990,3,10,2070,44,0,301502
1990,3,13,6210,44,0,301502
1990,3,14,4140,44,0,301502
1990,3,15,2070,44,0,301502
1990,3,16,4140,44,0,301502
1990,3,18,4140,44,0,301502
1990,3,30,2070,44,0,301502
1993,0,3,290271,20.16,1.16,301502
1993,0,4,844676,24.16,1.06,301502
1993,0,5,2919719,27.160000000000004,1.02,301502
1993,0,6,4281640,30.73,1.76,301502
1993,0,7,10165415,33.64,2.11,301502
1993,0,8,6033985,36.14,2.8599999999999994,301502
1993,0,9,6506887,39.07,2.71,301502
1993,0,10,1891239,42.04,2.58,301502
1993,0,11,1933879,42.32,3.43,301502
1993,0,12,1232915,43.83,3.34,301502
1993,0,13,2919383,44.28,2.76,301502
1993,0,14,1383967,43.35,3.74,301502
1993,0,15,2428848,42.27,4.24,301502
1993,0,16,2508302,44.97,1.8200000000000003,301502
1993,0,17,2144954,44.18,2.8,301502
1993,0,18,887468,44.31000000000001,1.6999999999999997,301502
1993,0,19,744551,43.92,2.52,301502
1993,0,20,582102,44.22,2.24,301502
1993,0,21,629837,44.33,2.97,301502
1993,0,22,465281,44.84,2.9,301502
1993,0,23,548567,42.6,2.66,301502
1993,0,24,759184,46.5,2.64,301502
1993,0,25,618820,44.16,2.4,301502
1993,0,26,508058,42.77,2.17,301502
1993,0,27,213377,41.879999999999995,4.2,301502
1993,0,28,379220,45.24,1.4200000000000002,301502
1993,0,29,182941,44.01,1,301502
1993,0,30,451251,43.980000000000004,1.8599999999999999,301502
1993,0,31,627851,42.53,3.41,301502
1993,0,32,365280,41.49,4.03,301502
1993,0,33,121370,46,0,301502
1993,0,34,286116,43.66,1.24,301502
1993,0,38,220237,45.10000000000001,0.99,301502
1993,0,42,84309,52,0,301502
1993,0,43,74909,47,0,301502
1993,0,48,68228,48,0,301502
1993,0,49,68228,48,0,301502
1993,0,51,121370,46,0,301502
1993,1,3,211816,20.18,0.93,301502
1993,1,4,344196,24.31,1.44,301502
1993,1,5,1172047,27.47,1.02,301502
1993,1,6,1792916,30.569999999999997,1.57,301502
1993,1,7,5115566,33.58,1.95,301502
1993,1,8,3199009,35.22,2.77,301502
1993,1,9,4207278,39.3,2.55,301502
1993,1,10,723527,41,2.17,301502
1993,1,11,422560,43.68,1.78,301502
1993,1,12,523868,41.73,4.2,301502
1993,1,13,1298061,43.38,2.97,301502
1993,1,14,291529,44.68,2.44,301502
1993,1,15,1141413,41.97,3.44,301502
1993,1,16,1123870,43.92,1.78,301502
1993,1,17,1019298,45.36,1.67,301502
1993,1,18,768066,43.98,1.23,301502
1993,1,19,568494,43.22,2.39,301502
1993,1,20,415461,43.19,1.49,301502
1993,1,21,226523,40.79,0.98,301502
1993,1,22,89927,42,0,301502
1993,1,24,283957,44.05,1.4,301502
1993,1,25,204857,44.95,1,301502
1993,1,28,194664,45.5,0.5,301502
1993,1,30,207951,43.52000000000001,0.5,301502
1993,1,31,279792,44.12,1.8,301502
1993,1,32,254477,39.85,3.89,301502
1993,1,33,97649,46,0,301502
1993,1,34,186942,43.56,1.5,301502
1993,1,38,107208,44,0,301502
1993,1,43,78305,47,0,301502
1993,1,48,47197,48,0,301502
1993,1,49,47197,48,0,301502
1993,1,51,97649,46,0,301502
1993,2,3,47438,18.86,0.66,301502
1993,2,4,124071,24,0,301502
1993,2,5,1047444,27.03,0.95,301502
1993,2,6,1840687,30.64,2.23,301502
1993,2,7,6006498,33.22,2.35,301502
1993,2,8,2630179,37.71,1.69,301502
1993,2,9,2292750,38.95,2.71,301502
1993,2,10,1101866,42.73,2.66,301502
1993,2,11,1451391,42.15,3.3999999999999995,301502
1993,2,12,704620,45.1,1.63,301502
1993,2,13,1710358,45,2.46,301502
1993,2,14,1038969,42.72,3.97,301502
1993,2,15,1322172,42.58,4.8,301502
1993,2,16,1418885,45.7,1.65,301502
1993,2,17,1156584,43.41,3.27,301502
1993,2,18,161406,45.51,2.5,301502
1993,2,19,161763,45.91,1,301502
1993,2,20,197519,45.82,2.45,301502
1993,2,21,412386,46.540000000000006,1.38,301502
1993,2,22,353039,45.85,2.68,301502
1993,2,23,565598,42.68,2.64,301502
1993,2,24,426920,47.47,1.93,301502
1993,2,25,390797,43.57999999999999,2.78,301502
1993,2,26,475025,42.77,2.2,301502
1993,2,27,220498,42.31,4.34,301502
1993,2,28,153716,44.91,2,301502
1993,2,29,168520,44.05,1,301502
1993,2,30,274016,44.44,2.45,301502
1993,2,31,353974,41.42,3.8,301502
1993,2,32,91404,44,0,301502
1993,2,34,91404,44,0,301502
1993,2,38,135102,46,0,301502
1996,0,4,575156,22.96,1.52,301502
1996,0,5,403396,26.98,3.09,301502
1996,0,6,684040,32.83,1.8,301502
1996,0,7,146238,33.47,3.45,301502
1996,0,8,1248859,39.31,2.35,301502
1996,0,9,2345141,40.6,2.79,301502
1996,0,10,8130860,42.14,2.17,301502
1996,0,11,5476670,43.89,2.28,301502
1996,0,12,6831141,44.410000000000004,2.04,301502
1996,0,13,2299116,45.14,2.08,301502
1996,0,14,1667303,46.19,2.23,301502
1996,0,15,1650335,44.83,2.06,301502
1996,0,16,892441,44.39,2.32,301502
1996,0,17,926238,45.95,1.7399999999999998,301502
1996,0,18,2468492,46.34,1.7899999999999998,301502
1996,0,19,2260641,47.07,2.23,301502
1996,0,20,2227119,45.82,1.9899999999999998,301502
1996,0,21,1111669,47.05,0.97,301502
1996,0,22,850740,46.84,2.4,301502
1996,0,23,1127810,47.98,2.54,301502
1996,0,24,447818,45.49,1.8100000000000003,301502
1996,0,25,836641,46.74,1.6599999999999997,301502
1996,0,26,1050507,46.16,3.55,301502
1996,0,27,634764,45.45,1.41,301502
1996,0,28,331375,45.16,2.11,301502
1996,0,29,894000,44.92,2.01,301502
1996,0,30,549785,46.43,1.55,301502
1996,0,32,98654,45,0,301502
1996,0,34,109719,48,0,301502
1996,0,35,109719,48,0,301502
1996,0,41,281137,47.89,1.37,301502
1996,0,51,76875,49,0,301502
1996,1,4,444237,23.16,1.64,301502
1996,1,5,192262,28.81,1.65,301502
1996,1,6,300318,32.2,1.9199999999999997,301502
1996,1,7,68052,33.66,1.24,301502
1996,1,8,626769,39.71,2.06,301502
1996,1,9,1244434,40.4,2.84,301502
1996,1,10,3979619,42.25,2.39,301502
1996,1,11,2812548,43.35,1.91,301502
1996,1,12,3438222,43.980000000000004,1.85,301502
1996,1,13,381257,45.11,3.21,301502
1996,1,14,552169,46.01,1.77,301502
1996,1,15,694238,44.47,1.7399999999999998,301502
1996,1,16,537658,44.61,1.78,301502
1996,1,17,79971,45,0,301502
1996,1,18,502615,44.93,0.72,301502
1996,1,19,991337,45.42,1.93,301502
1996,1,20,1061945,45.47,2.13,301502
1996,1,21,549530,47.5,0.77,301502
1996,1,22,330886,44.96,2.52,301502
1996,1,23,301639,45.52,2,301502
1996,1,24,218107,44.57,1.5,301502
1996,1,25,469554,45.98,1.5,301502
1996,1,26,374478,42.83,0.36999999999999994,301502
1996,1,27,307435,45.12,1.7199999999999998,301502
1996,1,29,579014,43.7,0.99,301502
1996,1,30,366113,46.42,1.61,301502
1996,1,51,96034,49,0,301502
1996,2,4,169686,22.88,1.32,301502
1996,2,5,154950,25.39,2.7,301502
1996,2,6,404282,33.22,1.66,301502
1996,2,7,83620,34.88,3.07,301502
1996,2,8,580717,38.96,2.5,301502
1996,2,9,1098542,40.71,2.75,301502
1996,2,10,4145057,41.96,1.75,301502
1996,2,11,2598913,44.57,2.56,301502
1996,2,12,3497459,44.87,2.15,301502
1996,2,13,2016223,45.27,1.78,301502
1996,2,14,1000460,46.08,2.41,301502
1996,2,15,934985,44.93,2.22,301502
1996,2,16,269883,43.09,2.17,301502
1996,2,17,860182,46.13,1.71,301502
1996,2,18,2180942,46.66,1.73,301502
1996,2,19,1099708,47.94,1.06,301502
1996,2,20,1258900,45.95,1.63,301502
1996,2,21,378122,46.32999999999999,1.23,301502
1996,2,22,472252,48.15,1.23,301502
1996,2,23,851453,48.89999999999999,1.96,301502
1996,2,24,244574,46.51,1.5,301502
1996,2,25,275025,47.22,1.39,301502
1996,2,26,850755,48.58,3.0599999999999996,301502
1996,2,27,254621,45.52,0.5,301502
1996,2,28,290968,45.23,2.16,301502
1996,2,29,314592,47.46,0.8399999999999999,301502
1996,2,30,133548,46,0,301502
1996,2,32,121073,45,0,301502
1996,2,34,123501,48,0,301502
1996,2,35,123501,48,0,301502
1996,2,41,328719,47.78,1.32,301502
1999,0,4,19676,23,0,301502
1999,0,5,65919,25,0,301502
1999,0,6,16356,30,0,301502
1999,0,7,1764603,33.73,2,301502
1999,0,8,441033,36.85,1.33,301502
1999,0,9,1600434,39.18,2.08,301502
1999,0,10,1269807,42.35,1.61,301502
1999,0,11,3299347,42.18,2.46,301502
1999,0,12,9011110,44.52,1.85,301502
1999,0,13,4372821,43.67,2.15,301502
1999,0,14,2719509,45.98,1.42,301502
1999,0,15,648270,43.58,0.81,301502
1999,0,16,508901,45.62,2.53,301502
1999,0,17,59032,39,0,301502
1999,0,18,661801,45.88,3.76,301502
1999,0,19,589053,46,0,301502
1999,0,20,1321426,47.07,1.21,301502
1999,0,21,1612585,47.03,0.87,301502
1999,0,22,972300,48.35,0.48,301502
1999,0,23,688157,50,0,301502
1999,0,24,172526,51,0,301502
1999,0,27,391802,47,0,301502
1999,0,30,172526,51,0,301502
1999,0,31,117099,41,0,301502
1999,0,35,62617,38,0,301502
1999,0,37,172526,51,0,301502
1999,0,38,340570,49,0,301502
1999,0,41,256078,44,0,301502
1999,1,5,40380,25,0,301502
1999,1,7,1120675,34.2,2.04,301502
1999,1,8,187879,36.56,1.31,301502
1999,1,9,717327,39.83,1.72,301502
1999,1,10,619922,43.12,1.22,301502
1999,1,11,1988670,42.99,2.02,301502
1999,1,12,4595718,44.19,1.9,301502
1999,1,13,1771476,43.19,2.28,301502
1999,1,14,170115,42,0,301502
1999,1,15,456517,43.25,0.97,301502
1999,1,16,138256,41,0,301502
1999,1,19,733107,46,0,301502
1999,1,20,1253731,46.42,0.48999999999999994,301502
1999,1,35,65207,38,0,301502
1999,1,41,286402,44,0,301502
1999,2,4,19676,23,0,301502
1999,2,6,22308,30,0,301502
1999,2,7,705321,33.07,1.61,301502
1999,2,8,249246,36.89,1.17,301502
1999,2,9,913371,38.84,2.1,301502
1999,2,10,586767,41.87,1.62,301502
1999,2,11,1572989,41.87,2.47,301502
1999,2,12,4326510,44.89,1.73,301502
1999,2,13,2551204,44.01,1.97,301502
1999,2,14,1997908,46.2,1.07,301502
1999,2,15,229544,44,0,301502
1999,2,16,348862,47,0,301502
1999,2,17,36141,39,0,301502
1999,2,18,607890,45.5,4.06,301502
1999,2,20,296799,49,0,301502
1999,2,21,1314377,46.97,0.86,301502
1999,2,22,759693,48.39000000000001,0.49,301502
1999,2,23,664380,50,0,301502
1999,2,24,172526,51,0,301502
1999,2,27,348862,47,0,301502
1999,2,30,172526,51,0,301502
1999,2,31,85362,41,0,301502
1999,2,37,172526,51,0,301502
1999,2,38,296799,49,0,301502
2001,0,3,78328,19,0,301502
2001,0,4,377823,22.54,1.74,301502
2001,0,5,142701,25.81,1.02,301502
2001,0,6,2121624,30.19,1.64,301502
2001,0,7,2101568,32.62,2.19,301502
2001,0,8,1402815,35.47,2.01,301502
2001,0,9,5194688,38.33,2.61,301502
2001,0,10,2717338,40.21,2.6,301502
2001,0,11,2597780,42.08,2.29,301502
2001,0,12,991634,43.41,2.61,301502
2001,0,13,1940183,44.40999999999999,1.8,301502
2001,0,14,2781177,45.2,1.8000000000000003,301502
2001,0,15,1754427,45.75,1.88,301502
2001,0,16,848727,45.81,2.54,301502
2001,0,17,237926,47.85,0.99,301502
2001,0,18,229335,45.72,2.27,301502
2001,0,19,155639,47,0,301502
2001,0,20,239134,45.32,2.79,301502
2001,0,21,94209,46.6,1.9599999999999997,301502
2001,0,22,104449,44.989999999999995,2,301502
2001,0,23,489688,48.21,1.42,301502
2001,0,24,88030,48.43000000000001,0.49,301502
2001,0,26,75527,49,0,301502
2001,0,27,103630,45.46,0.5,301502
2001,0,28,155509,45.97,0.83,301502
2001,0,29,46322,50.269999999999996,0.45,301502
2001,0,37,56445,45,0,301502
2001,0,39,47184,46,0,301502
2001,0,41,50267,48,0,301502
2001,0,56,51880,47,0,301502
2001,1,3,78328,19,0,301502
2001,1,4,283804,22.16,1.74,301502
2001,1,5,128685,26.4,0.49,301502
2001,1,6,1191729,30.16,1.8200000000000003,301502
2001,1,7,1203325,32.57,1.74,301502
2001,1,8,749751,35.43,1.7,301502
2001,1,9,2594996,38.2,2.56,301502
2001,1,10,1447990,40.21,2.85,301502
2001,1,11,1264778,42.17,2.26,301502
2001,1,12,413140,44.540000000000006,2.13,301502
2001,1,13,747301,44.65,1.89,301502
2001,1,14,1412102,45.17,1.55,301502
2001,1,15,823619,45.35,1.87,301502
2001,1,16,527886,44.38,2.59,301502
2001,1,17,58736,48,0,301502
2001,1,18,158790,44.1,0.89,301502
2001,1,19,158893,47,0,301502
2001,1,20,45027,42,0,301502
2001,1,21,105234,46.29999999999999,1.87,301502
2001,1,22,134439,45.36,1.9700000000000002,301502
2001,1,23,15308,50,0,301502
2001,1,24,92922,48.37,0.48,301502
2001,1,27,71048,45,0,301502
2001,1,28,74268,46,0,301502
2001,1,37,71048,45,0,301502
2001,1,39,74268,46,0,301502
2001,1,41,58736,48,0,301502
2001,1,56,79447,47,0,301502
2001,2,4,91064,23.75,1.1,301502
2001,2,5,45709,24.51,0.5,301502
2001,2,6,902927,30.28,1.29,301502
2001,2,7,939863,32.72,2.59,301502
2001,2,8,669912,35.68,2.05,301502
2001,2,9,2536234,38.61,2.58,301502
2001,2,10,1332214,40.19,2.43,301502
2001,2,11,1299666,42.05,2.42,301502
2001,2,12,600410,42.84,2.72,301502
2001,2,13,1096314,44.3,1.77,301502
2001,2,14,1340721,45.26,1.98,301502
2001,2,15,880869,46,1.83,301502
2001,2,16,355298,47.48,1.43,301502
2001,2,17,163930,47.96,1.18,301502
2001,2,18,84383,48.46,0.5,301502
2001,2,19,40602,47,0,301502
2001,2,20,177118,46.09,2.82,301502
2001,2,23,407819,48.28,1.48,301502
2001,2,26,77912,49,0,301502
2001,2,27,30131,46,0,301502
2001,2,28,87313,45.93,1,301502
2001,2,29,49987,50.25,0.44,301502
2003,0,3,136991,20.41,2.09,301502
2003,0,4,161186,28.710000000000004,1.28,301502
2003,0,5,5437737,28.37,1.8799999999999997,301502
2003,0,6,7755657,31.72,1.69,301502
2003,0,7,682593,35.79,1.22,301502
2003,0,8,17280306,38.24,2.4,301502
2003,0,9,5508830,40.24,2.75,301502
2003,0,10,736113,43.47,0.8800000000000001,301502
2003,0,11,4850880,43.83,1.81,301502
2003,0,12,2095485,42.34,1.5,301502
2003,0,13,1042720,45.61,0.49,301502
2003,0,14,1237777,45.04,1.39,301502
2003,0,15,3069786,44.47,1.98,301502
2003,0,16,1442801,44.89,1.24,301502
2003,0,17,1791461,46.57,2.3999999999999995,301502
2003,0,18,1538705,47,0,301502
2003,0,21,1542571,44.27,0.9800000000000001,301502
2003,0,23,2079760,46.22,1.32,301502
2003,0,25,436709,48,0,301502
2003,0,28,639490,46,0,301502
2003,0,29,1277095,49.47,1.09,301502
2003,0,30,639490,46,0,301502
2003,1,3,30954,18,1,301502
2003,1,4,108168,28.570000000000004,1.55,301502
2003,1,5,2685313,28.84,1.57,301502
2003,1,6,4030697,31.93,1.6,301502
2003,1,7,514925,35.97,1.31,301502
2003,1,8,8761063,38.43,1.88,301502
2003,1,9,2653454,41.62,1.79,301502
2003,1,10,920124,43.63,0.7799999999999999,301502
2003,1,11,3052721,43.85,1.35,301502
2003,1,12,862209,42.32,0.95,301502
2003,1,13,1582950,45.56,0.5,301502
2003,1,15,742966,42.77,0.42,301502
2003,1,16,1176499,45.27,1.29,301502
2003,1,17,99703,50,0,301502
2003,1,21,172009,42,0,301502
2003,1,25,693230,48,0,301502
2003,1,29,340697,49,0,301502
2003,2,3,30954,19.5,2.5,301502
2003,2,5,2071387,27.48,1.15,301502
2003,2,6,1989823,31.88,1.88,301502
2003,2,7,175448,35,0,301502
2003,2,8,10785835,36.58,3.88,301502
2003,2,9,3107089,40.2,2.84,301502
2003,2,11,2293580,43.9,2,301502
2003,2,12,727565,42.29,1.98,301502
2003,2,14,1017918,44.84,1.57,301502
2003,2,15,1941103,44.87,2.02,301502
2003,2,16,279501,45,0,301502
2003,2,17,1047522,45.61,1.75,301502
2003,2,18,902396,47,0,301502
2003,2,21,975821,44.57,0.49,301502
2003,2,23,1319215,46.05,1.39,301502
2003,2,28,513725,46,0,301502
2003,2,29,179436,52,0,301502
2003,2,30,513725,46,0,301502
2005,0,2,40162,13,0,301502
2005,0,3,263434,18.99,1.72,301502
2005,0,4,700175,22.41,3.37,301502
2005,0,5,961385,27.25,2.9,301502
2005,0,6,3572221,32.11,2.14,301502
2005,0,7,7407099,35.18,2.3,301502
2005,0,8,7494023,36.34000000000001,2.29,301502
2005,0,9,4662134,37.44,2.5,301502
2005,0,10,12714022,40.31,2.45,301502
2005,0,11,11131345,41.73,2.76,301502
2005,0,12,7549713,43.09,1.33,301502
2005,0,13,17649802,43.65,2.56,301502
2005,0,14,8482358,43.91,2.37,301502
2005,0,15,4415621,44.85,1.27,301502
2005,0,16,3878093,46.17,1.23,301502
2005,0,17,3913287,45.41,2.09,301502
2005,0,18,4087057,46.5,1.87,301502
2005,0,19,6836715,47.14,1.38,301502
2005,0,20,4802756,46.71,1.53,301502
2005,0,21,2437250,48.16,1.25,301502
2005,0,22,750273,43.94,2.5,301502
2005,0,23,367537,48,0,301502
2005,0,24,679050,48.2,1.56,301502
2005,0,25,1227599,45.91,3.5200000000000005,301502
2005,0,26,2269931,46.81,1.44,301502
2005,0,27,601369,49.54,1.18,301502
2005,0,28,1006336,47.85,2.01,301502
2005,0,29,868471,47.76,1.76,301502
2005,0,30,200046,50,0,301502
2005,0,31,850041,47.74,2.52,301502
2005,0,32,200046,50,0,301502
2005,0,34,400774,44,0,301502
2005,0,35,72893,51,0,301502
2005,0,36,730721,46.51,1.5,301502
2005,0,52,276606,42,0,301502
2005,1,2,40162,13,0,301502
2005,1,3,136724,19.39,1.79,301502
2005,1,4,536940,21.23,3.47,301502
2005,1,5,343732,26.49,2.45,301502
2005,1,6,2358456,31.94,2.24,301502
2005,1,7,4142688,35.71,2.46,301502
2005,1,8,3700829,36.81,2.22,301502
2005,1,9,2708450,37.3,2.73,301502
2005,1,10,5500311,39.97,2.33,301502
2005,1,11,6807624,41.53,2.7,301502
2005,1,12,3730023,43.13,1.39,301502
2005,1,13,8074150,42.74,2.89,301502
2005,1,14,3762395,43.7,2.11,301502
2005,1,15,1391005,44.93,1.6700000000000002,301502
2005,1,16,2126293,45.31,0.87,301502
2005,1,17,1175589,45.1,1.37,301502
2005,1,18,1456363,46.02,1.87,301502
2005,1,19,2406149,46.36,1.12,301502
2005,1,20,2129839,46.13,0.63,301502
2005,1,21,744002,47.99000000000001,1.08,301502
2005,1,22,859527,43.35,0.9400000000000001,301502
2005,1,23,310103,48,0,301502
2005,1,24,293110,49,0,301502
2005,1,25,351049,43,0,301502
2005,1,26,2029260,46.73,1.29,301502
2005,1,28,412270,46,0,301502
2005,1,29,412270,46,0,301502
2005,1,31,309986,45,0,301502
2005,1,32,142376,50,0,301502
2005,1,34,579498,44,0,301502
2005,1,35,112189,51,0,301502
2005,2,3,14481,19,0,301502
2005,2,4,162935,24.93,0.58,301502
2005,2,5,636703,27.49,3.18,301502
2005,2,6,1423451,32.66,2,301502
2005,2,7,3443028,34.9,1.95,301502
2005,2,8,3679647,35.84,2.18,301502
2005,2,9,2129682,37.73,2.34,301502
2005,2,10,6885714,40.49,2.4900000000000007,301502
2005,2,11,4055136,42.62,2.63,301502
2005,2,12,3596161,43.03,1.25,301502
2005,2,13,10353002,44.37,1.94,301502
2005,2,14,4309688,44.16,2.45,301502
2005,2,15,2830791,44.75,1.08,301502
2005,2,16,1967191,46.99,1.06,301502
2005,2,17,2751345,45.62,2.28,301502
2005,2,18,2654731,46.61,1.9900000000000002,301502
2005,2,19,4187219,47.67,1.25,301502
2005,2,20,2751169,47.14,1.85,301502
2005,2,21,1664719,48.11,1.31,301502
2005,2,22,69321,51,0,301502
